,SalePrice,GarageArea,LotArea,TotalBsmtSF,GrLivArea,2ndFlrSF,1stFlrSF
981,336000,676,12203,1225,2612,1336,1276
982,159895,388,3182,1266,1266,0,1266
983,255900,779,11250,1128,2290,1141,1149
984,126000,539,10125,0,1734,432,1302
985,125000,240,10880,1164,1164,0,1164
986,117000,255,5310,485,1635,634,1001
987,395192,606,10159,1930,1940,0,1940
988,195000,551,12046,848,2030,912,1118
989,197000,614,8125,770,1576,798,778
990,348000,870,9452,1396,2392,985,1407
991,168000,424,17671,916,1742,826,916
992,187000,440,9760,822,1851,831,1020
993,173900,564,8846,750,1500,750,750
994,337500,786,12456,1700,1718,0,1718
995,121600,305,4712,747,1230,456,774
996,136500,368,10659,1050,1050,0,1050
997,185000,615,11717,1442,1442,0,1442
998,91000,210,9786,1007,1077,0,1077
999,206000,632,6762,1187,1208,0,1208
1000,82000,528,10206,0,944,0,944
1001,86000,216,5400,691,691,0,691
1002,232000,824,11957,1574,1574,0,1574
1003,136905,528,11500,1680,1680,0,1680
1004,181000,457,3182,1346,1504,0,1504
1005,149900,328,8385,985,985,0,985
1006,163500,484,12155,1657,1657,0,1657
1007,88000,286,2217,546,1092,546,546
1008,240000,550,12118,1710,1710,0,1710
1009,102000,0,6000,1008,1522,0,1008
1010,135000,312,21286,720,1271,551,720
1011,100000,0,9825,0,1664,0,1664
1012,165000,180,10592,602,1502,602,900
1013,85000,280,7200,1022,1022,0,1022
1014,119200,240,11664,1082,1082,0,1082
1015,227000,528,8400,810,1665,855,810
1016,203000,478,11883,1504,1504,0,1504
1017,187500,565,5814,1220,1360,0,1360
1018,160000,402,10784,384,1472,670,802
1019,213490,440,3013,1362,1506,0,1506
1020,176000,451,7024,1132,1132,0,1132
1021,194000,632,7406,1199,1220,0,1220
1022,87000,160,9439,912,1248,336,912
1023,191000,437,3182,1346,1504,0,1504
1024,287000,665,15498,1565,2898,0,2898
1025,112500,461,7700,882,882,0,882
1026,167500,461,9300,1268,1264,0,1264
1027,293077,800,9520,1638,1646,0,1646
1028,105000,240,9492,768,1376,408,968
1029,118000,264,1680,672,1218,546,672
1030,160000,0,7082,686,1928,980,948
1031,197000,672,15863,824,3082,998,1687
1032,310000,796,14541,1338,2520,1168,1352
1033,230000,900,8125,1654,1654,0,1654
1034,119750,240,6305,920,954,0,954
1035,84000,290,11500,0,845,0,845
1036,315500,912,12898,1620,1620,0,1620
1037,287000,905,9240,1055,2263,1208,1055
1038,97000,0,1533,546,1344,546,798
1039,80000,286,1477,630,630,0,630
1040,155000,484,13125,1134,1803,0,1803
1041,173000,484,9130,800,1632,832,800
1042,196000,624,5381,1306,1306,0,1306
1043,262280,514,11839,1475,2329,797,1532
1044,278000,542,9600,2524,2524,0,2524
1045,139600,452,13680,0,1733,0,1733
1046,556581,716,16056,1992,2868,876,1992
1047,145000,672,9245,990,990,0,990
1048,115000,336,21750,0,1771,0,1771
1049,84900,308,11100,0,930,0,930
1050,176485,436,8993,1302,1302,0,1302
1051,200141,440,11175,1316,1316,0,1316
1052,165000,540,9500,816,1977,850,1127
1053,144500,364,8562,1216,1526,0,1526
1054,255000,586,11367,1065,1989,898,1091
1055,180000,478,11361,1193,1523,0,1523
1056,185850,484,7052,1364,1364,0,1364
1057,248000,467,29959,973,1850,871,979
1058,335000,836,11308,1104,2184,1054,1130
1059,220000,432,11275,854,1991,895,1096
1060,213500,582,4920,1338,1338,0,1338
1061,81000,1248,18000,894,894,0,894
1062,90000,560,13600,662,2337,915,1422
1063,110500,440,6000,1103,1103,0,1103
1064,154000,480,11000,1154,1154,0,1154
1065,328000,533,14000,1306,2260,954,1306
1066,178000,380,7837,799,1571,772,799
1067,167900,442,9760,780,1611,813,798
1068,151400,576,3964,942,2521,1230,1291
1069,135000,576,9600,845,893,0,893
1070,135000,286,10152,1048,1048,0,1048
1071,154000,441,11700,727,1556,727,829
1072,91500,280,7585,810,1456,454,1002
1073,159500,440,7950,690,1426,728,698
1074,194000,826,8556,1240,1240,0,1240
1075,219500,240,13125,800,1740,780,960
1076,170000,566,10800,796,1466,370,1096
1077,138800,299,15870,1096,1096,0,1096
1078,155900,420,4435,848,848,0,848
1079,126000,299,8775,990,990,0,990
1080,145000,528,11040,1258,1258,0,1258
1081,133000,308,7500,1040,1040,0,1040
1082,192000,527,8749,1459,1459,0,1459
1083,160000,461,8800,1251,1251,0,1251
1084,187500,409,13031,691,1498,807,691
1085,147000,564,9069,936,996,0,996
1086,83500,286,1974,546,1092,546,546
1087,252000,1043,10574,1082,1953,871,1082
1088,137500,380,2522,970,1709,739,970
1089,197000,550,3316,1247,1247,0,1247
1090,92900,400,8544,0,1040,0,1040
1091,160000,462,2160,600,1252,628,624
1092,136500,576,8400,1181,1694,304,1390
1093,146000,884,9230,864,1200,0,1200
1094,129000,308,5868,936,936,0,936
1095,176432,440,9317,1314,1314,0,1314
1096,127000,0,6882,684,1355,582,773
1097,170000,461,3696,1074,1088,0,1088
1098,128000,240,6000,672,1324,567,757
1099,157000,478,11880,1271,1601,0,1601
1100,60000,246,8400,290,438,0,438
1101,119500,280,9758,950,950,0,950
1102,135000,254,7000,1010,1134,0,1134
1103,159500,539,8910,655,1194,0,1194
1104,106000,440,2016,630,1302,672,630
1105,325000,712,12256,1463,2622,1122,1500
1106,179900,719,10357,910,1442,0,1442
1107,274725,422,23257,868,2021,1134,887
1108,181000,463,8063,924,1690,742,948
1109,280000,862,11362,1836,1836,0,1836
1110,188000,431,8000,773,1658,885,773
1111,205000,483,10480,803,1964,866,1098
1112,129900,308,7100,816,816,0,816
1113,134500,240,8923,1008,1008,0,1008
1114,117000,326,5400,833,833,0,833
1115,318000,928,12085,1734,1734,0,1734
1116,184100,527,7750,408,1419,640,779
1117,130000,450,9764,894,894,0,894
1118,140000,300,13825,533,1601,580,1021
1119,133700,286,7560,1040,1040,0,1040
1120,118400,308,8263,1012,1012,0,1012
1121,212900,782,10084,1552,1552,0,1552
1122,112000,288,8926,672,960,0,960
1123,118000,0,9405,698,698,0,698
1124,163900,392,9125,384,1482,670,812
1125,115000,672,10434,1005,1005,0,1005
1126,174000,660,3684,1373,1555,0,1555
1127,259000,630,14572,1530,1530,0,1530
1128,215000,434,11796,847,1959,1112,847
1129,140000,672,7200,936,936,0,936
1130,135000,576,7804,1122,1981,653,1328
1131,93500,0,10712,974,974,0,974
1132,117500,205,9900,1008,2210,1032,1178
1133,239500,466,9828,1128,2020,878,1142
1134,169000,460,8773,916,1600,684,916
1135,102000,180,6180,960,986,0,986
1136,119000,288,9600,1032,1252,220,1032
1137,94000,0,6342,780,1020,240,780
1138,196000,714,9819,1567,1567,0,1567
1139,144000,495,8731,915,1167,0,1167
1140,139000,840,7350,952,952,0,952
1141,197500,484,10304,780,1868,780,1088
1142,424870,1052,9965,1466,2828,1362,1466
1143,80000,0,9000,1006,1006,0,1006
1144,80000,280,12180,672,924,252,672
1145,149000,225,6240,1042,1576,534,1042
1146,180000,403,11200,1298,1298,0,1298
1147,174500,234,12000,704,1564,704,860
1148,116900,288,5700,572,1111,539,572
1149,143000,324,9000,650,1482,650,832
1150,124000,306,8280,932,932,0,932
1151,149900,528,17755,1466,1466,0,1466
1152,230000,470,14115,1073,1811,0,1811
1153,120500,432,5890,816,816,0,816
1154,201800,492,13700,864,1820,918,902
1155,218000,528,10768,1437,1437,0,1437
1156,179900,502,9350,1219,1265,0,1265
1157,230000,626,5001,1314,1314,0,1314
1158,235128,830,11932,1580,1580,0,1580
1159,185000,540,9120,901,1876,933,943
1160,146000,440,2280,855,1456,601,855
1161,224000,924,14778,1296,1640,0,1640
1162,129000,450,8724,894,894,0,894
1163,108959,400,12900,1198,1258,0,1258
1164,194000,588,16157,1360,1432,0,1432
1165,233170,644,9541,1502,1502,0,1502
1166,245350,776,10475,1694,1694,0,1694
1167,173000,472,10852,959,1671,712,959
1168,235000,540,13728,1127,2108,872,1236
1169,625000,807,35760,1930,3627,1796,1831
1170,171000,358,9880,1096,1118,0,1118
1171,163000,433,9120,1261,1261,0,1261
1172,171900,625,4017,625,1250,625,625
1173,200500,0,18030,1598,3086,971,1636
1174,239000,360,16560,952,2345,1175,1170
1175,285000,541,10678,1683,2872,743,2129
1176,119500,264,6951,876,923,0,923
1177,115000,210,3950,818,1224,406,818
1178,154900,186,7681,731,1343,523,820
1179,93000,0,8335,0,1124,0,1124
1180,250000,693,11170,1216,2514,1216,1298
1181,392500,482,5587,1600,1652,0,1652
1182,745000,813,15623,2396,4476,2065,2411
1183,120000,720,10800,1120,1130,0,1130
1184,186700,995,35133,1572,1572,0,1572
1185,104900,392,9738,784,1221,272,949
1186,95000,420,10615,978,1699,685,1014
1187,262000,757,12461,1624,1624,0,1624
1188,195000,493,8935,831,1660,829,831
1189,189000,442,7500,994,1804,776,1028
1190,168000,1356,32463,1249,1622,0,1622
1191,174000,492,2645,776,1441,677,764
1192,125000,250,9600,702,1472,630,842
1193,165000,402,4500,1224,1224,0,1224
1194,158000,299,9364,663,1352,689,663
1195,176000,400,8029,728,1456,728,728
1196,219210,660,14054,879,1863,984,879
1197,144000,225,8850,815,1690,875,815
1198,178000,573,9100,1212,1212,0,1212
1199,148000,459,11235,1051,1382,0,1382
1200,116050,280,9353,864,864,0,864
1201,197900,546,10400,866,1779,913,866
1202,117000,216,6000,884,1348,464,884
1203,213000,451,9750,1630,1630,0,1630
1204,153500,495,10140,1056,1074,0,1074
1205,271900,701,14684,2158,2196,0,2196
1206,107000,384,8900,1056,1056,0,1056
1207,200000,544,9135,1682,1700,0,1700
1208,140000,506,7763,931,1283,0,1283
1209,290000,500,10182,1660,1660,0,1660
1210,189000,462,11218,1055,1845,790,1055
1211,164000,492,12134,559,1752,672,1080
1212,113000,234,9340,672,672,0,672
1213,145000,364,10246,648,960,0,960
1214,134500,300,10205,925,999,0,999
1215,125000,384,7094,894,894,0,894
1216,112000,539,8930,0,1902,584,1318
1217,229456,552,8640,1300,1314,0,1314
1218,80500,0,6240,0,912,240,672
1219,91500,0,1680,672,1218,546,672
1220,115000,288,7800,912,912,0,912
1221,134000,322,8250,952,1211,0,1211
1222,143000,315,10496,1040,1846,678,1168
1223,137900,528,10680,2136,2136,0,2136
1224,184000,388,15384,788,1490,702,788
1225,145000,264,10482,588,1138,0,1138
1226,214000,668,14598,894,1933,1039,894
1227,147000,576,8872,912,912,0,912
1228,367294,1052,8769,1702,1702,0,1702
1229,127000,404,7910,1075,1507,0,1507
1230,190000,600,18890,1361,2620,1259,1361
1231,132500,540,7728,1106,1190,0,1190
1232,101800,462,9842,0,1224,0,1224
1233,142000,531,12160,1188,1188,0,1188
1234,130000,0,8525,940,1964,940,1024
1235,138887,180,13132,747,1784,892,892
1236,175500,474,2628,764,1626,862,764
1237,195000,434,12393,847,1948,1101,847
1238,142500,484,13072,1141,1141,0,1141
1239,265900,472,9037,1476,1484,0,1484
1240,224900,543,8158,884,1768,884,884
1241,248328,954,9849,1689,1689,0,1689
1242,170000,528,10625,1053,1173,0,1173
1243,465000,850,13891,2076,2076,0,2076
1244,230000,400,11435,792,1517,725,792
1245,178000,477,12090,585,1868,728,1140
1246,186500,615,8125,756,1553,797,756
1247,169900,888,12328,1012,1034,0,1034
1248,129500,396,9600,735,2058,924,1134
1249,119000,276,7200,876,988,0,988
1250,244000,522,11160,2110,2110,0,2110
1251,171750,478,3136,1405,1405,0,1405
1252,130000,288,9858,864,874,0,874
1253,294000,518,17542,1192,2167,651,1516
1254,165400,397,6931,746,1656,896,760
1255,127500,560,6240,884,1367,408,959
1256,301500,691,14303,1986,1987,0,1987
1257,99900,0,4060,864,864,0,864
1258,190000,400,9587,856,1166,0,1166
1259,151000,460,9750,1054,1054,0,1054
1260,181000,502,24682,841,1675,783,892
1261,128900,338,9600,1050,1050,0,1050
1262,161500,304,11250,1104,1788,684,1104
1263,180500,520,13515,764,1824,764,1060
1264,181000,511,4060,1405,1337,0,1337
1265,183900,506,3735,691,1452,739,713
1266,122000,308,10120,925,1889,925,964
1267,378500,746,13214,2002,2018,0,2018
1268,381000,1014,14100,728,3447,1479,1968
1269,144000,315,11344,874,1524,650,874
1270,260000,586,23595,1332,1524,192,1332
1271,185750,462,9156,1489,1489,0,1489
1272,137000,288,13526,935,935,0,935
1273,177000,312,11512,1019,1357,0,1357
1274,139000,552,5362,661,1250,589,661
1275,137000,400,11345,928,1920,992,928
1276,162000,497,12936,723,1395,660,735
1277,197900,480,17871,1680,1724,0,1724
1278,237000,577,9473,1128,2031,903,1128
1279,68400,528,7500,698,1128,430,698
1280,227000,544,9808,1573,1573,0,1573
1281,180000,484,8049,1309,1339,0,1339
1282,150500,484,8800,1040,1040,0,1040
1283,139000,0,9400,912,1824,912,912
1284,169000,336,9638,804,2447,748,1699
1285,132500,280,6000,780,1412,587,825
1286,143000,528,9790,1328,1328,0,1328
1287,190000,390,36500,1624,1582,0,1582
1288,278000,499,5664,1501,1659,0,1659
1289,281000,753,11065,1085,1970,850,1120
1290,180500,484,14112,1152,1152,0,1152
1291,119500,264,1680,630,1302,672,630
1292,107500,432,6600,994,2372,994,1378
1293,162900,528,10140,832,1664,832,832
1294,115000,572,8172,864,864,0,864
1295,138500,288,8400,1052,1052,0,1052
1296,155000,525,8700,1120,1128,0,1128
1297,140000,525,3675,547,1072,0,1072
1298,160000,1418,63887,6110,5642,950,4692
1299,154000,305,7500,1246,1246,0,1246
1300,225000,490,10762,978,1983,978,1005
1301,177500,213,7500,771,1494,741,753
1302,290000,844,10120,1165,2526,1323,1203
1303,232000,834,8688,1616,1616,0,1616
1304,130000,380,3363,976,1708,732,976
1305,325000,840,13173,1652,1652,0,1652
1306,202500,474,6955,1368,1368,0,1368
1307,138000,480,8072,990,990,0,990
1308,147000,528,12000,924,1122,0,1122
1309,179200,496,7153,1278,1294,0,1294
1310,335000,567,17500,1902,1902,0,1902
1311,203000,508,8814,1274,1274,0,1274
1312,302000,750,9572,1453,2810,1357,1453
1313,333168,779,14774,1393,2599,1177,1422
1314,119000,280,8190,948,948,0,948
1315,206900,576,11075,952,2112,1020,1092
1316,295493,860,10226,1622,1630,0,1630
1317,208900,466,4230,1352,1352,0,1352
1318,275000,748,14781,1753,1787,0,1787
1319,111000,248,10215,864,948,0,948
1320,156500,442,8400,1478,1478,0,1478
1321,72500,287,6627,0,720,0,720
1322,190000,564,10186,750,1923,862,1061
1323,82500,0,5330,420,708,0,708
1324,147000,895,9986,1795,1795,0,1795
1325,55000,0,3636,796,796,0,796
1326,79000,0,4270,544,774,0,774
1327,130500,264,6600,816,816,0,816
1328,256000,520,10440,1510,2792,1208,1584
1329,176500,462,9084,935,1632,677,955
1330,227000,825,10000,1588,1588,0,1588
1331,132500,576,10780,911,954,0,954
1332,100000,288,8877,816,816,0,816
1333,125500,297,7200,803,1360,557,803
1334,125000,440,2368,765,1365,600,765
1335,167900,630,9650,1350,1334,0,1334
1336,135000,506,9246,1656,1656,0,1656
1337,52500,0,4118,693,693,0,693
1338,200000,492,13450,916,1861,941,920
1339,128500,288,9560,864,864,0,864
1340,123000,480,8294,858,872,0,872
1341,155000,576,13695,1114,1114,0,1114
1342,228500,647,9375,1284,2169,885,1284
1343,177000,342,7558,896,1913,741,1172
1344,155835,440,11103,728,1456,728,728
1345,108500,308,6000,960,960,0,960
1346,262500,508,20781,1568,2156,0,2156
1347,283463,712,15306,1732,1776,0,1776
1348,215000,514,16196,1482,1494,0,1494
1349,122000,0,5250,684,2358,1215,938
1350,200000,968,11643,1248,2634,1296,1338
1351,171000,490,9247,858,1716,858,858
1352,134900,624,6000,698,1176,390,786
1353,410000,666,14720,2033,3238,1185,2053
1354,235000,839,10316,992,1865,873,992
1355,170000,487,10192,570,1920,698,1222
1356,110000,264,9477,864,892,0,892
1357,149900,500,12537,1078,1078,0,1078
1358,177500,440,2117,756,1573,804,769
1359,315000,770,16737,1980,1980,0,1980
1360,189000,621,9842,612,2601,1611,990
1361,260000,430,16158,1530,1530,0,1530
1362,104900,368,12513,715,1738,457,1281
1363,156932,432,8499,616,1412,796,616
1364,144152,480,3180,600,1200,600,520
1365,216000,663,7500,814,1674,860,814
1366,193000,588,9179,873,1790,908,882
1367,127000,336,2665,757,1475,550,925
1368,144000,420,4435,848,848,0,848
1369,232000,502,10635,1657,1668,0,1668
1370,105000,338,5400,840,1374,534,840
1371,165500,377,9600,992,1661,0,1661
1372,274300,583,9750,1108,2097,989,1108
1373,466500,804,11400,2633,2633,0,2633
1374,250000,936,10625,1026,1958,932,1026
1375,239000,722,10991,1571,1571,0,1571
1376,91000,160,6292,768,790,0,790
1377,117000,660,10998,984,1604,620,984
1378,83000,264,1953,483,987,504,483
1379,167500,400,9735,384,1394,640,754
1380,58500,200,8212,864,864,0,864
1381,237500,550,12925,1205,2117,0,2117
1382,157000,576,7200,596,1762,764,998
1383,112000,576,25339,816,1416,0,1416
1384,105000,280,9060,560,1258,560,698
1385,125500,240,5436,796,1154,358,796
1386,250000,564,16692,1392,2784,1392,1392
1387,136000,216,8520,714,2526,862,1664
1388,377500,758,14892,1746,1746,0,1746
1389,131000,440,6000,735,1218,349,869
1390,235000,541,9100,1525,1525,0,1525
1391,124000,792,8944,1584,1584,0,1584
1392,123000,288,7838,864,900,0,900
1393,163000,672,10800,482,1912,691,1221
1394,246578,648,4045,1356,1500,0,1500
1395,281213,642,12665,1094,2482,1349,1133
1396,160000,572,57200,747,1687,0,1687
1397,137500,180,6120,939,1513,574,939
1398,138000,240,7200,1208,1904,768,1136
1399,137450,216,6171,976,1608,448,1160
1400,120000,208,6000,862,1158,208,950
1401,193000,398,7415,839,1593,729,864
1402,193879,662,6762,1286,1294,0,1294
1403,282922,754,15256,1485,1464,0,1464
1404,105000,936,10410,672,1214,520,694
1405,275000,482,3842,1594,1646,0,1646
1406,133000,396,8445,768,768,0,768
1407,112000,0,8780,833,833,0,833
1408,125500,528,7740,622,1363,622,741
1409,215000,542,20544,791,2093,857,1236
1410,230000,622,12420,944,1840,896,944
1411,140000,271,9600,856,1668,556,1112
1412,90000,420,7200,0,1040,0,1040
1413,257000,620,10994,1844,1844,0,1844
1414,207000,370,13053,833,1848,795,1053
1415,175900,660,3635,1386,1569,0,1569
1416,122500,560,11340,777,2290,1044,1246
1417,340000,1069,16545,1284,2450,1140,1310
1418,124000,336,9204,1144,1144,0,1144
1419,223000,540,16381,1844,1844,0,1844
1420,179900,776,11700,708,1416,708,708
1421,127500,440,4043,1069,1069,0,1069
1422,136500,420,4435,848,848,0,848
1423,274970,432,19690,697,2201,626,1575
1424,144000,484,9503,1024,1344,0,1344
1425,142000,528,10721,1252,1252,0,1252
1426,271000,525,10944,1223,2127,904,1223
1427,140000,288,10930,913,1558,510,1048
1428,119000,240,7200,788,804,0,804
1429,182900,467,12546,1440,1440,0,1440
1430,192140,372,21930,732,1838,1104,734
1431,143750,440,4928,958,958,0,958
1432,64500,216,10800,656,968,0,968
1433,186500,451,10261,936,1792,830,962
1434,160000,484,17400,1126,1126,0,1126
1435,174000,462,8400,1319,1537,0,1537
1436,120500,528,9000,864,864,0,864
1437,394617,774,12444,1932,1932,0,1932
1438,149700,923,7407,912,1236,0,1236
1439,197000,550,11584,539,1725,685,1040
1440,191000,672,11526,588,2555,748,1423
1441,149300,420,4426,848,848,0,848
1442,310000,812,11003,1017,2007,981,1026
1443,121000,192,8854,952,952,0,952
1444,179600,626,8500,1422,1422,0,1422
1445,129000,240,8400,814,913,0,913
1446,157900,312,26142,1188,1188,0,1188
1447,240000,556,10000,1220,2090,870,1220
1448,112000,384,11767,560,1346,550,796
1449,92000,0,1533,630,630,0,630
1450,136000,0,9000,896,1792,896,896
1451,287090,840,9262,1573,1578,0,1578
1452,145000,525,3675,547,1072,0,1072
1453,84500,0,17217,1140,1140,0,1140
1454,185000,400,7500,1221,1221,0,1221
1455,175000,460,7917,953,1647,694,953
1456,210000,500,13175,1542,2073,0,2073
1457,266500,252,9042,1152,2340,1152,1188
1458,142125,240,9717,1078,1078,0,1078
1459,147500,276,9937,1256,1256,0,1256
